ImageID,XMin,YMin,XMax,YMax,Labels
12aaa15fd899311b,0.876875,0.065913,0.9475,0.288136,/m/0bwd_0j
12aaa15fd899311b,0.929375,0.019774,0.999375,0.191149,/m/0bwd_0j
12aaa15fd899311b,0.0425,0.630885,0.2875,0.999058,/m/0bwd_0j
12aaa15fd899311b,0.330625,0.503766,0.34125,0.536723,/m/0bwd_0j
12aaa15fd899311b,0.335,0.513183,0.35375,0.546139,/m/0bwd_0j
12aaa15fd899311b,0.855625,0.327684,0.999375,0.998117,/m/0bwd_0j
12ab731956b222fa,0.3075,0.060134,0.65,0.659243,/m/02d28x
12ad909ef027442b,0.0,0.0,0.999167,0.999375,/m/02d28x
12af82f5f9d14eb4,0.262372,0.01375,0.859944,0.94375,/m/096mb
12af82f5f9d14eb4,0.265173,0.106875,0.898226,0.83,/m/096mb
12b5606107c34487,0.0,0.340803,0.70625,0.998133,/m/096mb
12bc9275f015bf3e,0.0,0.145553,0.760938,0.654088,/m/02wdbm
12c51648b55d5322,0.211149,0.445,0.64527,0.89,/m/096mb
12c533c8a919d72b,0.158594,0.069444,0.642187,0.869444,/m/02wdbm
12c6934d47071e54,0.0,0.0,0.514375,0.529081,/m/096mb
12c6934d47071e54,0.0,0.484053,0.999375,0.999062,/m/096mb
12c6934d47071e54,0.510625,0.0,0.7975,0.515947,/m/096mb
12c6934d47071e54,0.150625,0.452158,0.544375,0.716698,/m/096mb
12c6934d47071e54,0.514375,0.407129,0.79625,0.712946,/m/096mb
12c6934d47071e54,0.57,0.368668,0.864375,0.714822,/m/096mb
12f270452effb284,0.0,0.003752,0.4675,0.313321,/m/0bwd_0j
12f270452effb284,0.0,0.174484,0.999375,0.999062,/m/0bwd_0j
12f270452effb284,0.036875,0.0,0.340625,0.30394,/m/0bwd_0j
12f270452effb284,0.28,0.0,0.714375,0.326454,/m/0bwd_0j
12f270452effb284,0.391875,0.15197,0.999375,0.370544,/m/0bwd_0j
12f270452effb284,0.0,0.333959,0.551875,0.999062,/m/0bwd_0j
12f270452effb284,0.413125,0.225141,0.999375,0.999062,/m/0bwd_0j
12f5b094bc3269e7,0.0,0.0,0.999062,0.975,/m/02wdbm
12f6297c8e39ba6a,0.32625,0.242222,0.73375,0.885556,/m/02wdbm
12f89865d8c16fc6,0.0025,0.053371,0.998125,0.997191,/m/07dm6
1307e1ccdd1c0706,0.0,0.134454,0.5075,0.588235,/m/02wdbm
13092d04f7e17e5a,0.81625,0.304143,0.86,0.44162,/m/0bwd_0j
13092d04f7e17e5a,0.88625,0.320151,0.92,0.456686,/m/0bwd_0j
13092d04f7e17e5a,0.910625,0.3371,0.949375,0.445386,/m/0bwd_0j
130ffdd869b13fd2,0.294375,0.081111,0.673125,0.914444,/m/0bwd_0j
131988dc0784155b,0.248125,0.252345,0.841875,0.844278,/m/096mb
1321281d74240f59,0.132031,0.4875,0.450781,0.770833,/m/07dm6
1321281d74240f59,0.319531,0.133333,0.910937,0.998958,/m/07dm6
132600b006c58b78,0.32375,0.161351,0.760625,0.959662,/m/096mb
133a71787013c179,0.347656,0.56162,0.554688,0.77993,/m/0bwd_0j
133a71787013c179,0.75293,0.628521,0.808594,0.739437,/m/0bwd_0j
133b11571a1bab06,0.0,0.04798,0.88,0.563131,/m/02wdbm
133b11571a1bab06,0.054,0.356061,0.986,0.997475,/m/02wdbm
134697355a979eef,0.1775,0.311667,0.69125,0.756667,/m/0bwd_0j
134697355a979eef,0.065625,0.55,0.12,0.740833,/m/0bwd_0j
134697355a979eef,0.09875,0.534167,0.129375,0.706667,/m/0bwd_0j
134697355a979eef,0.110625,0.515833,0.175,0.7225,/m/0bwd_0j
134697355a979eef,0.64125,0.515833,0.68125,0.665833,/m/0bwd_0j
134697355a979eef,0.0,0.0,0.999375,0.651667,/m/0bwd_0j
134697355a979eef,0.05875,0.551667,0.10875,0.751667,/m/0bwd_0j
134697355a979eef,0.111875,0.533333,0.18125,0.715833,/m/0bwd_0j
134697355a979eef,0.6375,0.536667,0.664375,0.6625,/m/0bwd_0j
134697355a979eef,0.703125,0.555,0.735625,0.658333,/m/0bwd_0j
134697355a979eef,0.78875,0.553333,0.83125,0.74,/m/0bwd_0j
134697355a979eef,0.83,0.559167,0.891875,0.7875,/m/0bwd_0j
134ace1d2033fc79,0.592773,0.199706,0.999023,0.989721,/m/07dm6
134c0985e65c77cc,0.021875,0.021576,0.20625,0.269231,/m/0bwd_0j
134c0985e65c77cc,0.17375,0.275797,0.550625,0.712008,/m/0bwd_0j
134c0985e65c77cc,0.0,0.136023,0.999375,0.500938,/m/0bwd_0j
134c0985e65c77cc,0.63375,0.13227,0.753125,0.27955,/m/0bwd_0j
136c7bfe4abdd013,0.0,0.68875,0.911458,0.935,/m/0bwd_0j
136c7bfe4abdd013,0.032986,0.223125,0.446181,0.594375,/m/0bwd_0j
136c89cbc9bb76d2,0.370313,0.24875,0.95625,0.91125,/m/07dm6
136f181081e7dec5,0.15,0.1275,0.66125,0.900833,/m/02wdbm
136f3565cce0db2f,0.0,0.0,0.685,0.999167,/m/02wdbm
136f3565cce0db2f,0.95625,0.088333,0.999375,0.260833,/m/02wdbm
136f3565cce0db2f,0.16625,0.156667,0.334375,0.3825,/m/02wdbm
136f3565cce0db2f,0.496875,0.340833,0.689375,0.640833,/m/02wdbm
137294d153042125,0.405625,0.706654,0.61625,1.0,/m/07dm6
137294d153042125,0.428125,0.45642,0.579375,0.52671,/m/07dm6
137294d153042125,0.651875,0.51359,0.89,0.796626,/m/07dm6
137294d153042125,0.443125,0.430178,0.5725,0.52015,/m/07dm6
137294d153042125,0.06625,0.256795,0.71125,0.999063,/m/07dm6
137294d153042125,0.753125,0.464855,0.78,0.537957,/m/07dm6
137294d153042125,0.265,0.551078,0.281875,0.582006,/m/07dm6
137294d153042125,0.301875,0.56045,0.32125,0.591378,/m/07dm6
137294d153042125,0.74625,0.674789,0.781875,0.79194,/m/07dm6
13805b3cfd0afd7b,0.0,0.214689,0.999375,0.590395,/m/096mb
13805b3cfd0afd7b,0.255785,0.538606,0.445278,0.854991,/m/096mb
1385925c259b44ee,0.0,0.1275,0.999375,0.999167,/m/07dm6
1385925c259b44ee,0.2975,0.155,0.5325,0.440833,/m/07dm6
1385925c259b44ee,0.06125,0.320833,0.83875,0.753333,/m/07dm6
1386069c377272c7,0.253125,0.406191,0.486875,0.690432,/m/0bwd_0j
1386069c377272c7,0.0,0.0,0.3575,0.37242,/m/0bwd_0j
1386069c377272c7,0.0,0.616323,0.396875,0.818011,/m/0bwd_0j
1386069c377272c7,0.269375,0.32364,0.360625,0.41651,/m/0bwd_0j
1386069c377272c7,0.3775,0.306754,0.7775,0.553471,/m/0bwd_0j
1386069c377272c7,0.419375,0.298311,0.4775,0.38743,/m/0bwd_0j
1386069c377272c7,0.76625,0.154784,0.89,0.245779,/m/0bwd_0j
1386069c377272c7,0.8375,0.456848,0.8825,0.506567,/m/0bwd_0j
1386069c377272c7,0.860625,0.060976,0.93125,0.168856,/m/0bwd_0j
1386069c377272c7,0.863125,0.405253,0.899375,0.43621,/m/0bwd_0j
1386069c377272c7,0.925,0.497186,0.949375,0.530019,/m/0bwd_0j
1386069c377272c7,0.955625,0.443715,0.999375,0.530019,/m/0bwd_0j
1386069c377272c7,0.97375,0.180113,0.999375,0.262664,/m/0bwd_0j
1386069c377272c7,0.52,0.467167,0.6925,0.703565,/m/0bwd_0j
138650cacc534dcd,0.471875,0.305243,0.54375,0.487828,/m/02d28x
138650cacc534dcd,0.036875,0.0,0.925,0.531835,/m/02d28x
138650cacc534dcd,0.089375,0.777154,0.235625,0.999064,/m/02d28x
138650cacc534dcd,0.440625,0.583333,0.47625,0.643258,/m/02d28x
138650cacc534dcd,0.47625,0.485955,0.698125,0.999064,/m/02d28x
138650cacc534dcd,0.755625,0.23221,0.801875,0.338015,/m/02d28x
138650cacc534dcd,0.794375,0.91573,0.87,0.999064,/m/02d28x
138650cacc534dcd,0.84,0.672285,0.955625,0.935393,/m/02d28x
138650cacc534dcd,0.94125,0.399813,0.9925,0.499064,/m/02d28x
138f365cc06e8bfa,0.26875,0.008403,0.681875,0.436975,/m/0bwd_0j
1392cb6b917da233,0.140833,0.139375,0.833333,0.703125,/m/096mb
1392cb6b917da233,0.198333,0.195625,0.851667,0.655625,/m/096mb
1392cb6b917da233,0.2,0.195625,0.851667,0.656875,/m/096mb
139412dbcf2285be,0.140625,0.0,0.8725,0.99906,/m/07dm6
13a20c6406e52487,0.0,0.0,0.78,0.999375,/m/0bwd_0j
13a20c6406e52487,0.0025,0.113125,0.200833,0.383125,/m/0bwd_0j
13ae312f6fb0b968,0.05,0.14,0.7525,0.931667,/m/0bwd_0j
13ae312f6fb0b968,0.0,0.18,0.14375,0.455,/m/0bwd_0j
13ae312f6fb0b968,0.07625,0.0,0.59375,0.226667,/m/0bwd_0j
13ae312f6fb0b968,0.61375,0.0,0.99875,0.998333,/m/0bwd_0j
13ae312f6fb0b968,0.89375,0.418333,0.95625,0.508333,/m/0bwd_0j
13ae312f6fb0b968,0.95625,0.345,0.99375,0.498333,/m/0bwd_0j
13b4d53ef273b3ea,0.015385,0.085071,0.936032,0.943286,/m/02wdbm
13b4d53ef273b3ea,0.048583,0.088407,0.461538,0.947456,/m/02wdbm
13b4d53ef273b3ea,0.306073,0.210175,0.936032,0.746455,/m/02wdbm
13b5c6d5c22a6bc7,0.0275,0.108333,0.86625,0.813333,/m/096mb
13b5c6d5c22a6bc7,0.068125,0.22,0.44125,0.8125,/m/096mb
13b5c6d5c22a6bc7,0.16375,0.124167,0.349375,0.286667,/m/096mb
13b5c6d5c22a6bc7,0.165,0.0,0.3325,0.074167,/m/096mb
13b5c6d5c22a6bc7,0.36125,0.0,0.533125,0.09,/m/096mb
13b5c6d5c22a6bc7,0.3675,0.136667,0.4475,0.251667,/m/096mb
13b5c6d5c22a6bc7,0.44125,0.7475,0.549375,0.813333,/m/096mb
13b5c6d5c22a6bc7,0.558125,0.0,0.728125,0.119167,/m/096mb
13b5c6d5c22a6bc7,0.570625,0.13,0.729375,0.245,/m/096mb
13c31dfbfb2cdaca,0.0,0.226629,0.764375,0.950897,/m/096mb
13d0dcc558135c35,0.010319,0.136875,0.959662,0.999375,/m/07dm6
13d202ca4527f368,0.128333,0.536,0.44,0.82,/m/096mb
13d8457b08d12602,0.040625,0.084746,0.725625,0.946328,/m/096mb
13d8457b08d12602,0.570625,0.288136,0.820625,0.92467,/m/096mb
13d8457b08d12602,0.05125,0.085687,0.7225,0.931262,/m/096mb
13d8457b08d12602,0.5625,0.292844,0.8225,0.973635,/m/096mb
13e07b2a4f0f9a45,0.070833,0.000625,0.964167,0.975625,/m/02wdbm
13e07b2a4f0f9a45,0.371667,0.279375,0.5475,0.60625,/m/02wdbm
13e2acb33f29b384,0.27875,0.22788,0.84,0.730384,/m/096mb
13ec6f13b7b5c673,0.355,0.006567,0.9025,0.999062,/m/0bwd_0j
13ec6f13b7b5c673,0.820625,0.591932,0.999375,0.904315,/m/0bwd_0j
13ef96627657f58f,0.299219,0.384525,0.85,0.805393,/m/07dm6
13fac6531b926199,0.344122,0.215625,0.669088,0.735,/m/02wdbm
13fada80a7c1b54e,0.0,0.1175,0.638125,0.999167,/m/0bwd_0j
13fada80a7c1b54e,0.565625,0.106667,0.999375,0.999167,/m/0bwd_0j
13fea1f071d32d4f,0.185625,0.2575,0.7475,0.754375,/m/02wdbm
1401b86efdf4e070,0.040365,0.0,0.955729,0.98,/m/02wdbm
1407b198a5b7cea3,0.23625,0.150833,0.77875,0.910833,/m/0bwd_0j
1407b198a5b7cea3,0.0,0.040833,0.1275,0.303333,/m/0bwd_0j
1407b198a5b7cea3,0.216875,0.113333,0.78625,0.893333,/m/0bwd_0j
1407b198a5b7cea3,0.55,0.0,0.999375,0.41,/m/0bwd_0j
1415f9582e53a837,0.719375,0.070322,0.98625,0.735399,/m/0bwd_0j
1415f9582e53a837,0.3825,0.213349,0.571875,0.520858,/m/0bwd_0j
1415f9582e53a837,0.0,0.482718,0.095625,0.998808,/m/0bwd_0j
1415f9582e53a837,0.0,0.0,0.27625,0.275328,/m/0bwd_0j
1415f9582e53a837,0.000625,0.168057,0.12375,0.282479,/m/0bwd_0j
1415f9582e53a837,0.153125,0.22646,0.21625,0.292014,/m/0bwd_0j
1415f9582e53a837,0.48125,0.064362,0.5825,0.538737,/m/0bwd_0j
1415f9582e53a837,0.575,0.375447,0.665625,0.54112,/m/0bwd_0j
1415f9582e53a837,0.615625,0.441001,0.69,0.524434,/m/0bwd_0j
1415f9582e53a837,0.62875,0.510131,0.698125,0.589988,/m/0bwd_0j
1415f9582e53a837,0.72375,0.504172,0.924375,0.712753,/m/0bwd_0j
1415f9582e53a837,0.79,0.653159,0.89375,0.88081,/m/0bwd_0j
1415f9582e53a837,0.88375,0.675805,0.94,0.883194,/m/0bwd_0j
1415f9582e53a837,0.93375,0.717521,0.999375,0.846246,/m/0bwd_0j
1415f9582e53a837,0.0575,0.348033,0.1725,0.533969,/m/0bwd_0j
1415f9582e53a837,0.194375,0.333731,0.294375,0.543504,/m/0bwd_0j
1415f9582e53a837,0.196875,0.199046,0.28,0.370679,/m/0bwd_0j
1415f9582e53a837,0.3125,0.426698,0.3625,0.531585,/m/0bwd_0j
1425550c684635ac,0.0,0.0,0.999375,0.999303,/m/096mb
1425550c684635ac,0.059375,0.0,0.2375,0.443515,/m/096mb
1425550c684635ac,0.008125,0.451185,0.668125,0.689679,/m/096mb
1425550c684635ac,0.5825,0.235704,0.87125,0.735704,/m/096mb
143405caa2b4a3d0,0.0,0.008333,0.999375,0.957407,/m/096mb
143911221b1b3f74,0.0625,0.376173,0.64625,0.731707,/m/096mb
143911221b1b3f74,0.5775,0.359287,0.841875,0.894934,/m/096mb
143e9a1c07db3b44,0.0,0.0,0.999375,0.999065,/m/02d28x
14479f89e637da16,0.0225,0.053691,0.981875,0.985459,/m/02wdbm
144e23879d830f86,0.435625,0.097106,0.935,0.999066,/m/07dm6
144e23879d830f86,0.420625,0.146592,0.935625,0.999066,/m/07dm6
145969ebeb418e2d,0.055625,0.141651,0.945625,0.925891,/m/02wdbm
145b4da05c4eb707,0.0,0.106667,0.951875,0.999167,/m/096mb
1463f04c850f73d9,0.794375,0.27,0.91625,0.545833,/m/0bwd_0j
1463f04c850f73d9,0.499375,0.075,0.7075,0.691667,/m/0bwd_0j
1463f04c850f73d9,0.06875,0.288333,0.084375,0.341667,/m/0bwd_0j
1463f04c850f73d9,0.675625,0.114167,0.8175,0.724167,/m/0bwd_0j
1463f04c850f73d9,0.610625,0.621667,0.71125,0.6925,/m/0bwd_0j
1463f04c850f73d9,0.716875,0.626667,0.813125,0.721667,/m/0bwd_0j
1463f04c850f73d9,0.0,0.440833,0.981875,0.999167,/m/0bwd_0j
146c05096967a0d7,0.12,0.45,0.998333,0.997917,/m/0bwd_0j
146d8dac766bf8b5,0.118026,0.106875,0.91917,0.860625,/m/07dm6
146f4b518c84c0e0,0.12125,0.136023,0.945,0.999062,/m/07dm6
147412964595e536,0.36375,0.36982,0.61875,0.954652,/m/07dm6
1482734c63268d33,0.168945,0.144949,0.759766,0.956076,/m/0bwd_0j
148382edf84fadc1,0.0825,0.114437,0.30375,0.77993,/m/07dm6
148382edf84fadc1,0.1075,0.369718,0.36875,0.998239,/m/07dm6
148382edf84fadc1,0.27125,0.082746,0.425,0.40493,/m/07dm6
148382edf84fadc1,0.34125,0.181338,0.5125,0.632042,/m/07dm6
148382edf84fadc1,0.35,0.359155,0.55875,0.945423,/m/07dm6
148382edf84fadc1,0.48125,0.077465,0.70625,0.59331,/m/07dm6
148382edf84fadc1,0.50625,0.304577,0.74875,0.998239,/m/07dm6
148382edf84fadc1,0.6425,0.283451,0.9875,0.998239,/m/07dm6
148382edf84fadc1,0.68,0.100352,0.88,0.558099,/m/07dm6
148382edf84fadc1,0.0,0.079225,0.98375,0.998239,/m/07dm6
148382edf84fadc1,0.105,0.114437,0.2075,0.573944,/m/07dm6
148382edf84fadc1,0.395,0.693662,0.66875,0.998239,/m/07dm6
148382edf84fadc1,0.2275,0.147887,0.2975,0.269366,/m/07dm6
148382edf84fadc1,0.2825,0.373239,0.37,0.549296,/m/07dm6
148382edf84fadc1,0.31875,0.119718,0.4025,0.262324,/m/07dm6
148382edf84fadc1,0.37625,0.200704,0.46625,0.341549,/m/07dm6
148382edf84fadc1,0.43375,0.389085,0.525,0.536972,/m/07dm6
148382edf84fadc1,0.5175,0.339789,0.60375,0.5,/m/07dm6
148382edf84fadc1,0.55,0.091549,0.64375,0.244718,/m/07dm6
148382edf84fadc1,0.65375,0.31338,0.7425,0.473592,/m/07dm6
148382edf84fadc1,0.6825,0.144366,0.765,0.278169,/m/07dm6
148382edf84fadc1,0.7525,0.054577,0.76375,0.114437,/m/07dm6
148ad91b35ba525b,0.62625,0.043548,0.799375,0.260484,/m/0bwd_0j
148ad91b35ba525b,0.521875,0.216935,0.97875,0.931452,/m/0bwd_0j
148ad91b35ba525b,0.403125,0.391935,0.4525,0.439516,/m/0bwd_0j
148ad91b35ba525b,0.4525,0.310484,0.51,0.441935,/m/0bwd_0j
148ad91b35ba525b,0.57375,0.006452,0.803125,0.281452,/m/0bwd_0j
148ad91b35ba525b,0.0,0.0,0.281875,0.641935,/m/0bwd_0j
148ad91b35ba525b,0.278125,0.002419,0.999375,0.58871,/m/0bwd_0j
148ad91b35ba525b,0.445625,0.33629,0.5275,0.425806,/m/0bwd_0j
148ad91b35ba525b,0.37125,0.473387,0.43125,0.602419,/m/0bwd_0j
148ad91b35ba525b,0.39125,0.441129,0.45125,0.625,/m/0bwd_0j
148ad91b35ba525b,0.421875,0.401613,0.53,0.691935,/m/0bwd_0j
148b4061d3e1c102,0.0,0.0,0.998331,0.415556,/m/07dm6
148b4061d3e1c102,0.163606,0.298889,0.647746,0.612222,/m/07dm6
148b4061d3e1c102,0.263773,0.194444,0.998331,0.692222,/m/07dm6
1496d6be76745345,0.0,0.0,0.165,0.496875,/m/07dm6
1496d6be76745345,0.0,0.503125,0.380625,0.999375,/m/07dm6
1496d6be76745345,0.201875,0.8825,0.34125,0.999375,/m/07dm6
1496d6be76745345,0.353125,0.8825,0.484375,0.97125,/m/07dm6
1496d6be76745345,0.01875,0.0,0.999375,0.999375,/m/07dm6
14a1d84351006633,0.276875,0.218038,0.88125,0.832507,/m/07dm6
14a1fa89e0a4335e,0.0,0.00125,0.999062,0.999375,/m/02d28x
14acb0668378644c,0.01125,0.0,0.870625,0.957786,/m/02d28x
14b0417d6858eeff,0.01634,0.120915,0.372549,0.465686,/m/0bwd_0j
14b0417d6858eeff,0.534314,0.418301,0.678105,0.686275,/m/0bwd_0j
14b0417d6858eeff,0.70915,0.547386,0.841503,0.730392,/m/0bwd_0j
14b0417d6858eeff,0.844771,0.882353,0.924837,0.993464,/m/0bwd_0j
14b0417d6858eeff,0.848039,0.625817,0.939542,0.79085,/m/0bwd_0j
14c2e216fac186b3,0.0,0.370833,0.996875,0.998958,/m/096mb
14c2e216fac186b3,0.252344,0.182292,0.625,0.819792,/m/096mb
14c8cd9b8715b058,0.214375,0.317073,0.434375,0.54409,/m/02d28x
14c8cd9b8715b058,0.309375,0.355535,0.620625,0.707317,/m/02d28x
14c8cd9b8715b058,0.531875,0.128518,0.773125,0.590056,/m/02d28x
14c8cd9b8715b058,0.534375,0.084428,0.741875,0.243902,/m/02d28x
14d0dba0b2bbdfc9,0.428125,0.35,0.54375,0.63125,/m/02wdbm
14d0dba0b2bbdfc9,0.090625,0.0,0.202344,0.457292,/m/02wdbm
14d0dba0b2bbdfc9,0.303125,0.0,0.319531,0.055208,/m/02wdbm
14d0dba0b2bbdfc9,0.429688,0.35625,0.540625,0.648958,/m/02wdbm
14d4e3b07e9b1cca,0.0725,0.165103,0.905625,0.9803,/m/07dm6
14d93b4ac4e5caa2,0.067388,0.098125,0.442596,0.87875,/m/0bwd_0j
14d93b4ac4e5caa2,0.188852,0.360625,0.775374,0.841875,/m/0bwd_0j
14d93b4ac4e5caa2,0.554077,0.11125,0.910982,0.593125,/m/0bwd_0j
14e30a34094cd2ce,0.0,0.110694,0.735,0.903377,/m/096mb
14ea725202988185,0.0,0.0,0.916875,0.999167,/m/07dm6
14f49dbb7cff9bb3,0.236875,0.253521,0.5775,0.634742,/m/07dm6
14f49dbb7cff9bb3,0.509375,0.178404,0.660625,0.40939,/m/07dm6
14f49dbb7cff9bb3,0.6825,0.394366,0.97875,0.875117,/m/07dm6
14f9371a74f8c948,0.038333,0.298889,0.915,0.948889,/m/096mb
14f9371a74f8c948,0.0975,0.385556,0.965,0.865556,/m/096mb
150264e8e0ceca38,0.0,0.0,0.82625,0.999062,/m/096mb
15087a9094681a60,0.499375,0.197196,0.97875,0.786916,/m/07dm6
1509dab27c586de9,0.114375,0.193333,0.919375,0.999167,/m/096mb
150de83be1d8c811,0.195625,0.148333,0.78375,0.761667,/m/07dm6
151028523321a720,0.076875,0.0415,0.965625,0.948923,/m/0bwd_0j
1517df0149269fe6,0.0225,0.067227,0.9775,0.937575,/m/07dm6
1530e6d960e8d3b0,0.555,0.396429,0.91125,0.85,/m/0bwd_0j
15387e9debd69c25,0.23375,0.158879,0.999375,0.999065,/m/096mb
153d277f6a43b10f,0.724375,0.552754,0.969375,0.918768,/m/0bwd_0j
153d277f6a43b10f,0.0,0.627451,0.045625,0.811391,/m/0bwd_0j
153d277f6a43b10f,0.00875,0.510738,0.0525,0.67507,/m/0bwd_0j
153d277f6a43b10f,0.028125,0.64239,0.10125,0.842204,/m/0bwd_0j
153d277f6a43b10f,0.040625,0.370682,0.075625,0.445378,/m/0bwd_0j
153d277f6a43b10f,0.0475,0.512605,0.1175,0.689076,/m/0bwd_0j
153d277f6a43b10f,0.105,0.665733,0.185625,0.897292,/m/0bwd_0j
153d277f6a43b10f,0.17375,0.698413,0.2625,0.946779,/m/0bwd_0j
153d277f6a43b10f,0.3175,0.633053,0.36875,0.698413,/m/0bwd_0j
153d277f6a43b10f,0.365,0.560224,0.400625,0.713352,/m/0bwd_0j
153d277f6a43b10f,0.7375,0.660131,0.83875,0.955182,/m/0bwd_0j
153d277f6a43b10f,0.89,0.704015,0.996875,0.999066,/m/0bwd_0j
153d277f6a43b10f,0.956875,0.558357,0.98625,0.652661,/m/0bwd_0j
153d277f6a43b10f,0.0,0.424837,0.10625,0.626517,/m/0bwd_0j
153d277f6a43b10f,0.12625,0.446312,0.22125,0.729225,/m/0bwd_0j
153d277f6a43b10f,0.196875,0.40056,0.31875,0.714286,/m/0bwd_0j
153d277f6a43b10f,0.28125,0.323996,0.47125,0.741363,/m/0bwd_0j
153d277f6a43b10f,0.409375,0.329599,0.54,0.792717,/m/0bwd_0j
153d277f6a43b10f,0.485,0.323996,0.645625,0.803922,/m/0bwd_0j
153d277f6a43b10f,0.58375,0.309991,0.803125,0.845938,/m/0bwd_0j
154185846b6198ce,0.437828,0.27625,0.900175,0.901875,/m/07dm6
154199bd5b6c71b6,0.0,0.0,0.999219,0.909375,/m/07dm6
154199bd5b6c71b6,0.128125,0.3125,0.620313,0.804167,/m/07dm6
154b395203a555ec,0.223125,0.255,0.8725,0.75,/m/07dm6
154bd66063cc6807,0.0,0.02919,0.99875,0.999058,/m/07dm6
154eb70ef1bbd448,0.045966,0.03125,0.982176,0.9675,/m/0bwd_0j
154eb70ef1bbd448,0.0,0.495625,0.999062,0.999375,/m/0bwd_0j
15526a02f45b5ebf,0.0,0.0,0.998936,0.999167,/m/096mb
1558273c04e53c09,0.0,0.005625,0.289077,0.8675,/m/0bwd_0j
1558273c04e53c09,0.193032,0.099375,0.926554,0.783125,/m/0bwd_0j
1558273c04e53c09,0.720339,0.315,0.999058,0.8,/m/0bwd_0j
155d39f66c0ec625,0.0,0.124765,0.663125,0.998124,/m/096mb
155e0c4bdde3ac44,0.4675,0.590056,0.8025,0.999062,/m/07dm6
156f3ad543958180,0.21875,0.341667,0.789062,0.804167,/m/096mb
157061e31c2a271b,0.0,0.177891,0.911875,0.970775,/m/0bwd_0j
157061e31c2a271b,0.438125,0.015248,0.999375,0.768742,/m/0bwd_0j
1571bd884c0ca463,0.25625,0.035,0.735625,0.999167,/m/096mb
1571bd884c0ca463,0.896875,0.0725,0.999375,0.3825,/m/096mb
1571bd884c0ca463,0.2575,0.035,0.733125,0.999167,/m/096mb
15730ff54b748e29,0.09375,0.176563,0.928125,0.999219,/m/096mb
1574100b6015e4f6,0.00625,0.224413,0.793125,0.90892,/m/096mb
157ef452fe99937f,0.077344,0.290625,0.935938,0.973958,/m/07dm6
157f13d25428d609,0.272461,0.512373,0.589844,0.762737,/m/07dm6
158058a7a2117f31,0.0,0.049375,0.671393,0.68375,/m/02d28x
158d33584151666a,0.09875,0.156808,0.791875,0.999061,/m/0bwd_0j
158d33584151666a,0.880625,0.205634,0.998125,0.361502,/m/0bwd_0j
1591389add718433,0.09625,0.246667,0.87125,0.941667,/m/02wdbm
1591389add718433,0.2375,0.0,0.77125,0.49,/m/02wdbm
15aa489cb44733b0,0.155,0.109756,0.769375,0.855535,/m/096mb
15aae7b84fbe1b6c,0.03875,0.003333,0.999375,0.999167,/m/02wdbm
15c2ed95d98b9d65,0.09,0.053221,1.0,0.993464,/m/0bwd_0j
15c420badd93696e,0.0,0.101657,0.999375,0.970633,/m/07dm6
15c6ff9fc3897f34,0.48625,0.181898,0.828125,0.893673,/m/02wdbm
15dade0f1dbc2959,0.0,0.0,0.94125,0.815102,/m/0bwd_0j
15dade0f1dbc2959,0.080625,0.105518,0.57125,0.851888,/m/0bwd_0j
15e474783592bb57,0.001876,0.205441,0.457161,0.701689,/m/07dm6
15e474783592bb57,0.50469,0.177298,0.991245,0.590056,/m/07dm6
15f2345a4f0d7ea0,0.0,0.2475,0.999375,0.999167,/m/07dm6
15f2345a4f0d7ea0,0.8675,0.305833,0.951875,0.448333,/m/07dm6
15f2345a4f0d7ea0,0.0,0.298333,0.696875,0.696667,/m/07dm6
15f4195a4fadabaa,0.17375,0.053333,0.878125,0.9825,/m/07dm6
15f4195a4fadabaa,0.66875,0.009167,0.999375,0.256667,/m/07dm6
15f8f1788dc275ce,0.035047,0.208594,0.684579,0.961719,/m/0bwd_0j
160bb553ca109a0f,0.61,0.411667,0.773125,0.601667,/m/0bwd_0j
160bb553ca109a0f,0.0975,0.476667,0.191875,0.609167,/m/0bwd_0j
160bb553ca109a0f,0.36625,0.413333,0.59875,0.609167,/m/0bwd_0j
160bb553ca109a0f,0.56,0.494167,0.62875,0.589167,/m/0bwd_0j
16130b8f33fb98e3,0.06875,0.32,0.896875,0.967778,/m/02wdbm
161c4e9e72a54b91,0.0,0.0,0.888333,0.99875,/m/096mb
161c4e9e72a54b91,0.225,0.1775,0.883333,0.9375,/m/096mb
16269a3a5a704ee5,0.21125,0.407129,0.4675,0.802064,/m/07dm6
1628752ee63660a3,0.339375,0.245,0.741875,0.785833,/m/07dm6
1629b5691e620971,0.0,0.028333,0.999375,0.999167,/m/096mb
1629b5691e620971,0.00125,0.035,0.999375,0.999167,/m/096mb
162abf5870060cc6,0.24625,0.330833,0.605625,0.615,/m/07dm6
162abf5870060cc6,0.0,0.0,0.999375,0.5625,/m/07dm6
162abf5870060cc6,0.244375,0.338333,0.600625,0.546667,/m/07dm6
16319f5044d05d2f,0.379883,0.276042,0.518555,0.403646,/m/0bwd_0j
16319f5044d05d2f,0.424805,0.382812,0.475586,0.459635,/m/0bwd_0j
16319f5044d05d2f,0.424805,0.384115,0.479492,0.459635,/m/0bwd_0j
16403d5135f3d350,0.097561,0.2325,0.91651,0.834375,/m/096mb
16403d5135f3d350,0.34803,0.424375,0.555347,0.53375,/m/096mb
16403d5135f3d350,0.401501,0.383125,0.575985,0.531875,/m/096mb
