,Path,XMin,YMin,XMax,YMax,ImageID
860,921.png,0.45045,0.197026,0.714715,0.609665,01caec6d774a835d
2475,2706.png,0.120625,0.075279,0.896875,0.992565,01dd21053307de4c
1487,1630.png,0.00625,0.244167,0.999375,0.823333,0092ad9f18558bbc
2354,2576.png,0.17,0.31109,0.999375,0.99906,012e1654ae86d6c0
108,115.png,0.09,0.052342,0.94875,0.999311,0191ee1cfc15d501
1163,1262.png,0.0,0.0,0.999375,0.999167,018335937110f0b4
2165,2351.png,0.0,0.0,0.995833,0.990625,000e85ca05dc7061
889,960.png,0.615625,0.459167,0.931875,0.999167,001e2cd338ff3ed0
1147,1244.png,0.805318,0.821581,0.892688,0.976496,007c8c28e1f149b1
1760,1922.png,0.29875,0.205833,0.770625,0.745,00634f2ef86bd784
393,419.png,0.045625,0.929945,0.084375,0.990385,06c9fb98702d277a
1571,1715.png,0.0,0.0,0.999375,0.999375,443c2d287f0ef07a
1930,2106.png,0.240625,0.60452,0.390625,0.751412,1c5ef6c1f1a07fc7
1253,1368.png,0.0,0.0,0.999375,0.998889,12bb4a20d5beb067
1647,1792.png,0.032407,0.452778,0.488889,0.784259,00341c3c5825fc7e
1821,1986.png,0.616875,0.048371,0.683125,0.123396,00758c10b2da2954
1547,1690.png,0.131875,0.046667,0.88625,0.821667,00250f1aa32b674e
501,543.png,0.495625,0.041667,0.7675,0.245833,02ce218553cc3f15
1309,1434.png,0.40375,0.0,0.99875,0.998333,010f4c93c42c28d5
1923,2099.png,0.17125,0.393597,0.201875,0.417137,1c5ef6c1f1a07fc7
1408,1549.png,0.22625,0.535,0.48125,0.751667,009fe379015d01ee
2265,2475.png,0.144531,0.105469,0.834961,0.802083,01801f45f9fa063d
129,136.png,0.1525,0.0,0.2525,0.149156,013d0f61873215a8
1526,1669.png,0.242963,0.090452,0.385185,0.179648,07b5bc80c5797f3a
2390,2619.png,0.19625,0.431667,0.61125,0.850833,1b47d517fcf14532
2600,2849.png,0.455,0.143527,0.999375,0.999062,08db94e7e12f2423
1745,1907.png,0.466875,0.758333,0.615625,0.971667,5fb4e2aa3626d769
1999,2176.png,0.604375,0.292683,0.774375,0.686679,2675cbd3dd7c488c
1963,2139.png,0.314,0.008996,0.759,0.919041,0216b25bafd61dec
758,806.png,0.0,0.0,0.294375,0.534167,00274a1dc0fd7e4d
1628,1772.png,0.0,0.156367,0.131875,0.269663,000ca4a1855318b1
1431,1572.png,0.61,0.641667,0.64125,0.691667,009fe379015d01ee
2403,2632.png,0.381176,0.004819,0.610588,0.985542,0104ecf3d6a67b1b
1151,1250.png,0.612628,0.342,0.90273,0.637,0001c222f055d7fc
2673,2934.png,0.0,0.120748,0.998125,0.880952,00935bc6527d8e5f
1852,2028.png,0.64625,0.178333,0.680625,0.235,02ce218553cc3f15
1480,1621.png,0.658125,0.513133,0.73375,0.899625,013d0f61873215a8
595,637.png,0.646875,0.277778,0.73375,0.334275,1c5ef6c1f1a07fc7
858,919.png,0.090625,0.0,0.927344,0.998958,1bdfd39845085e3a
2340,2562.png,0.379,0.051,0.656,0.334,000af631fb329557
97,104.png,0.54375,0.219048,0.88125,0.536797,8467c3cf0b323a87
1165,1266.png,0.631875,0.445,0.928125,0.928333,0141eb8240d1e2a4
1031,1125.png,0.0,0.0,0.658125,0.999064,017167286eaede50
2237,2447.png,0.245625,0.119384,0.699375,0.38896,090be8149aa10e63
1994,2171.png,0.645,0.538333,0.745,0.68,07051cd81c101e42
1433,1574.png,0.6275,0.705,0.64,0.731667,009fe379015d01ee
1204,1308.png,0.078125,0.079167,0.504687,0.933333,03dd79e2b71d629b
2584,2833.png,0.1125,0.0,1.0,0.977236,10d11e6401251eaf
1038,1133.png,0.113125,0.136322,0.165625,0.386093,0108699b58fba47f
2599,2848.png,0.00375,0.290807,0.996875,0.992495,016e34b0a03ad517
995,1083.png,0.379,0.051,0.656,0.334,000af631fb329557
1943,2119.png,0.904375,0.708098,0.92625,0.762712,1c5ef6c1f1a07fc7
517,559.png,0.0725,0.0,0.14125,0.069167,02ce218553cc3f15
1060,1155.png,0.195312,0.40625,0.314063,0.729167,0ac62068d1328100
991,1079.png,0.056,0.658,0.258,0.949,000af631fb329557
1217,1332.png,0.0,0.004375,0.994991,0.990625,04008c2f3ac65143
498,539.png,0.558333,0.271565,0.935417,0.86901,257b9c03f86c100d
442,471.png,0.359712,0.0,0.527578,0.578512,057f8ea4bcb05b2c
2175,2361.png,0.059414,0.0925,0.94477,0.9825,0012aa7a73b51d94
1093,1189.png,0.348571,0.189573,0.654286,0.800948,adb17fbb4752e35f
2639,2891.png,0.0,0.62,0.501875,0.996667,3b7187d67cbd6b70
2305,2518.png,0.0,0.509722,0.487106,0.998611,0472436657d66fa6
1177,1278.png,0.0,0.305523,0.997656,0.998825,0081d67c4cfc9134
460,491.png,0.185625,0.0,0.693125,0.622889,0068bcb4b206c6f9
644,687.png,0.413125,0.233583,0.461875,0.342402,003df9e04b7ba316
815,867.png,0.318125,0.376481,0.471875,0.652689,006881240855f4a9
1331,1458.png,0.514375,0.113412,0.99625,0.891519,00a2fb1fb083da68
128,135.png,0.11125,0.493433,0.229375,0.883677,013d0f61873215a8
805,857.png,0.360625,0.0,0.77375,0.915685,041ad5e7754ebfca
431,460.png,0.0,0.1625,0.489062,0.998438,03f6288f49430b0c
2657,2917.png,0.25125,0.06379,0.680625,0.963415,019f13725d8ce428
2151,2337.png,0.41375,0.00816,0.646875,0.454216,041ad5e7754ebfca
598,640.png,0.904375,0.708098,0.92625,0.762712,1c5ef6c1f1a07fc7
619,661.png,0.715833,0.66,0.91,0.8925,00d480fe5f01a039
757,805.png,0.0,0.468333,0.264375,0.999167,00274a1dc0fd7e4d
1435,1576.png,0.64125,0.695,0.66,0.735,009fe379015d01ee
2170,2356.png,0.501887,0.6975,0.7,0.951875,06a3c476e050000a
693,740.png,0.623125,0.245779,0.688125,0.376173,0098915ff17c199c
731,778.png,0.465,0.574917,0.499375,0.618202,00a2ad9365afcd7e
283,293.png,0.0,0.156367,0.131875,0.269663,000ca4a1855318b1
1804,1969.png,0.015833,0.045,1.0,0.855,0491be7da91762ca
281,291.png,0.623125,0.46161,0.676875,0.498127,000ca4a1855318b1
1867,2043.png,0.820625,0.458333,0.87125,0.520833,02ce218553cc3f15
956,1034.png,0.3,0.044444,0.477778,0.373333,2c8ffbb71cddd748
1990,2167.png,0.574375,0.233583,0.6,0.327392,003df9e04b7ba316
735,782.png,0.530625,0.157603,0.903125,0.512764,00a2ad9365afcd7e
1292,1410.png,0.0,0.0,0.88,0.999167,04d6206483f835e6
339,364.png,0.184375,0.0,0.501875,0.28424,0027717ee5abd636
146,155.png,0.479592,0.0,0.838776,0.926667,0594dd7d3988969a
727,774.png,0.348125,0.310766,0.42125,0.381798,00a2ad9365afcd7e
854,915.png,0.084667,0.528,0.608,0.943,008230603abe6ff1
2409,2638.png,0.323125,0.527094,0.604375,0.999179,0f0deaff4fff8f58
1202,1306.png,0.789,0.788632,0.852,0.856128,00097c09aca0cabf
1961,2137.png,0.0,0.0,0.99875,0.998124,0002cebd6f0cd7e1
2528,2763.png,0.6625,0.0,0.81875,0.280846,0081d67c4cfc9134
2454,2684.png,0.64875,0.452294,0.706875,0.505505,0004d0fa04223278
2252,2462.png,0.233125,0.072803,0.990625,0.999163,000467588f9797fc
1836,2001.png,0.8525,0.458333,0.991875,0.999167,00be189ddee94ecc
2290,2502.png,0.0,0.24581,0.575625,0.587523,0094592d26800cf3
1940,2116.png,0.646875,0.277778,0.73375,0.334275,1c5ef6c1f1a07fc7
2196,2391.png,0.326,0.467,0.643333,0.676,008230603abe6ff1
983,1071.png,0.2,0.264375,0.926667,0.8975,47a27af455b10401
760,808.png,0.359375,0.594167,0.50375,0.759167,00274a1dc0fd7e4d
819,871.png,0.59375,0.674567,0.75,0.999088,006881240855f4a9
2550,2788.png,0.532812,0.075,0.928125,0.920833,03dd79e2b71d629b
974,1062.png,0.59,0.002291,0.999375,0.92669,2770bfdb92c7020b
1861,2037.png,0.80125,0.311667,0.99625,0.483333,02ce218553cc3f15
865,926.png,0.26,0.351782,0.283125,0.409006,00b4071412fb4d67
2395,2624.png,0.2925,0.320833,0.703125,0.8325,00ce68b910623f79
1220,1335.png,0.147917,0.176563,0.7625,0.507031,29f2a84f3d29ccd1
1422,1563.png,0.57625,0.381667,0.5925,0.413333,009fe379015d01ee
1070,1165.png,0.295,0.546667,0.578125,0.906667,010e1a56510ba844
1715,1875.png,0.548125,0.094675,0.925,0.766864,f5ebc3254203c1d2
169,178.png,0.195312,0.019531,0.647461,0.378906,0242b82d966c25c8
2491,2722.png,0.709402,0.799145,0.803419,0.976496,007c8c28e1f149b1
2460,2691.png,0.239375,0.183865,0.635,0.37242,18b692b6d7fcef57
173,182.png,0.709961,0.81901,0.992188,0.998698,0242b82d966c25c8
1532,1675.png,0.468148,0.339196,0.487407,0.361809,07b5bc80c5797f3a
2075,2256.png,0.434375,0.524972,0.475625,0.561598,00a2ad9365afcd7e
1607,1751.png,0.375,0.030957,0.63875,0.749531,019a26a362bc6814
2200,2395.png,0.051875,0.601667,0.35125,0.714167,30600809705889e5
608,650.png,0.0,0.065359,0.583333,0.998366,01cac873de08ca00
1780,1943.png,0.02625,0.094041,0.981875,0.89013,00268794e47eba14
1674,1827.png,0.091613,0.1175,0.865161,0.8875,074d6af730ed17a6
2646,2905.png,0.0,0.0,0.999023,0.998536,0000f53faa4d14c3
2283,2495.png,0.078125,0.294915,0.3075,0.733333,00efe4b4aa33acf5
1650,1795.png,0.634259,0.072222,0.810185,0.231481,00341c3c5825fc7e
1152,1251.png,0.28,0.638125,0.763333,0.926875,009b8410bdb5b7b3
2256,2466.png,0.146875,0.863598,0.178125,0.897908,000467588f9797fc
2674,2935.png,0.288125,0.115646,0.68625,0.643707,00935bc6527d8e5f
2116,2298.png,0.19875,0.3075,0.31375,0.3825,00048edce2a37368
1798,1963.png,0.5975,0.0,0.999375,0.999167,0523b641cddd9cbb
1708,1868.png,0.04125,0.0675,0.92875,0.908333,00af8ab063fb1cf0
1658,1803.png,0.0,0.0,0.47,0.999167,00853aa7e26dc77f
900,976.png,0.40875,0.0,0.555625,0.63371,00459933348988dd
710,757.png,0.32125,0.049719,0.6825,0.520638,00cdc43ad4fcf494
1736,1896.png,0.7775,0.817308,0.8775,0.990385,06c9fb98702d277a
1226,1341.png,0.335625,0.037523,0.5675,0.518762,00018457a4aafe75
425,453.png,0.0,0.0,0.999375,0.999056,00251aa00f08831f
234,244.png,0.413125,0.35,0.998125,0.535833,02886a38a382a5c7
418,446.png,0.334375,0.143333,0.673125,0.863333,166be890cd9554ae
2251,2461.png,0.184641,0.787582,0.25817,0.831699,cd7b3621c53d1ffe
863,924.png,0.77125,0.4075,0.92125,0.451875,042d8fd4a805b9f0
1984,2161.png,0.19,0.558161,0.235,0.593809,003df9e04b7ba316
2109,2291.png,0.70125,0.649167,0.999375,0.999167,00274a1dc0fd7e4d
781,829.png,0.578125,0.270833,0.78625,0.7475,00048edce2a37368
1854,2030.png,0.0,0.009167,0.340625,0.999167,02ce218553cc3f15
86,93.png,0.61,0.641667,0.64125,0.691667,009fe379015d01ee
2030,2211.png,0.14625,0.150094,0.418125,0.575047,0098915ff17c199c
274,284.png,0.505,0.521536,0.6,0.576779,000ca4a1855318b1
158,167.png,0.354286,0.322581,0.675714,0.705376,093dc6b2e0716a16
2590,2839.png,0.18125,0.04375,0.985937,0.875,62775d9d1d9356c6
1883,2059.png,0.19,0.0,0.8275,0.58625,0005f3f1f9ba2a3a
2574,2823.png,0.0,0.428705,0.173125,0.928705,00018457a4aafe75
872,935.png,0.056911,0.147305,0.986867,0.88503,01f88d4cc4ecd8d6
1917,2093.png,0.07875,0.527307,0.2275,0.663842,1c5ef6c1f1a07fc7
891,967.png,0.0,0.138639,0.245625,0.688062,090be8149aa10e63
2652,2911.png,0.59625,0.364167,0.898125,0.7475,19e041bc0fe1bda2
2096,2278.png,0.2625,0.215833,0.80375,0.7375,1e7970bb500aa534
2562,2811.png,0.0,0.004375,0.994991,0.990625,04008c2f3ac65143
2005,2182.png,0.02832,0.080729,0.96875,0.842448,1e6475b470d66ef4
196,205.png,0.732441,0.531875,0.814381,0.644375,001f581f2f2db648
2240,2450.png,0.813125,0.035944,0.999375,0.204108,090be8149aa10e63
1827,1992.png,0.82875,0.258638,0.97875,0.675222,00758c10b2da2954
120,127.png,0.241667,0.58,0.425,0.697778,02ecd01295b4e555
2663,2924.png,0.5,0.303333,0.66125,0.778333,04ea1b2740f1e892
1610,1754.png,0.426875,0.411985,0.71125,0.635768,000ca4a1855318b1
898,974.png,0.0,0.0,0.999375,0.999219,12cd4d50f5cf753f
2498,2731.png,0.041667,0.026667,0.946667,0.933333,06d6e44477f0a4e4
1916,2092.png,0.02125,0.867232,0.06875,0.922787,1c5ef6c1f1a07fc7
2222,2419.png,0.0,0.001914,0.75125,0.999043,00bf8208b18e7b2a
1328,1455.png,0.0,0.120748,0.998125,0.880952,00935bc6527d8e5f
2407,2636.png,0.825,0.54375,0.864062,0.652083,0ac62068d1328100
2034,2215.png,0.068125,0.303002,0.119375,0.424015,0098915ff17c199c
492,523.png,0.04125,0.0,0.369375,0.730833,00be189ddee94ecc
349,374.png,0.740234,0.228739,0.833984,0.391496,0023b0e23b369b8d
1865,2041.png,0.764375,0.369167,0.955,0.603333,02ce218553cc3f15
1556,1700.png,0.246732,0.001634,0.830065,0.960784,1166bfacb4b9a810
2012,2193.png,0.389375,0.160833,0.679375,0.87,0c346a0299f3e857
1795,1960.png,0.0,0.0,0.999375,0.998829,021bac9b06827b82
360,386.png,0.25,0.095,0.992969,0.790625,008b8556a73601ae
1301,1426.png,0.0,0.0,0.999023,0.998536,0000f53faa4d14c3
857,918.png,0.147028,0.055823,0.910323,0.955727,104691e47c185ee1
668,715.png,0.128125,0.040625,0.992188,0.846875,02335a6b66fd5b30
2678,2947.png,0.438095,0.35861,0.895238,0.846761,02f4ebb9043ee62a
2150,2336.png,0.360625,0.0,0.77375,0.915685,041ad5e7754ebfca
210,219.png,0.0,0.178125,0.999057,0.999375,0668191a3e436671
2234,2439.png,0.615625,0.459167,0.931875,0.999167,001e2cd338ff3ed0
1520,1663.png,0.007292,0.022656,0.876042,0.954687,071137e32d62db97
535,577.png,0.726667,0.34125,0.818333,0.445,0005f3f1f9ba2a3a
2489,2720.png,0.422602,0.536325,0.746439,0.833333,007c8c28e1f149b1
149,158.png,0.58,0.552413,0.75,0.918469,080f58f4d224b2cb
2322,2544.png,0.19375,0.260417,0.929688,0.616667,01607581a8624540
1807,1972.png,0.0,0.0,0.995625,0.999064,0140a5561c6ffb8f
415,443.png,0.29875,0.205833,0.770625,0.745,00634f2ef86bd784
2134,2316.png,0.263125,0.17236,0.778125,0.940994,83a742751dc5a7c1
2213,2408.png,0.470313,0.14375,0.83125,0.48125,01344b29b81a8a41
203,212.png,0.18875,0.063598,0.47875,0.59749,00380c346e3771dc
779,827.png,0.2575,0.2,0.380625,0.370833,00048edce2a37368
416,444.png,0.290625,0.194167,0.765,0.769167,00634f2ef86bd784
1601,1745.png,0.064516,0.578164,0.908189,0.995037,83dbf48474d9dabb
474,505.png,0.384375,0.154985,0.43,0.195459,00758c10b2da2954
664,709.png,0.301875,0.036585,0.62875,0.378987,15b234c4036dd16c
2214,2409.png,0.0,0.0,0.999375,0.999167,02064de8280d7906
1982,2159.png,0.0,0.0,0.999375,0.999062,003df9e04b7ba316
2527,2762.png,0.0,0.593419,0.999219,0.99765,0081d67c4cfc9134
331,350.png,0.448387,0.666875,0.894194,0.91125,074d6af730ed17a6
1746,1908.png,0.0825,0.046667,0.559375,0.765,5fb4e2aa3626d769
1914,2090.png,0.0075,0.006591,0.751875,0.999058,1c5ef6c1f1a07fc7
1747,1909.png,0.0,0.015833,0.999375,0.999167,03cd9165df7a7e7b
742,789.png,0.70625,0.024417,0.798125,0.165372,00a2ad9365afcd7e
452,483.png,0.303125,0.0,0.619375,0.865833,0523b641cddd9cbb
298,309.png,0.397674,0.162162,0.562791,0.367568,699970c2f943750c
1172,1273.png,0.0,0.0,0.998438,0.997912,06fd633136a92428
1004,1092.png,0.641,0.822,0.66,0.926,000af631fb329557
127,134.png,0.231875,0.444653,0.385625,0.913696,013d0f61873215a8
1560,1704.png,0.807813,0.628125,0.970312,0.9875,096b82fcb9debec6
189,198.png,0.389375,0.516432,0.549375,0.766197,009d14093fc2adb9
1180,1281.png,0.0,0.300823,0.999219,0.998825,0081d67c4cfc9134
444,473.png,0.23741,0.347107,0.364508,0.818182,057f8ea4bcb05b2c
2519,2754.png,0.0,0.0,0.999375,0.998817,002b6c5e434980df
485,516.png,0.5325,0.0,0.72,0.333662,00758c10b2da2954
369,395.png,0.475,0.593407,0.6,0.934066,0144535ac673355e
709,756.png,0.74875,0.440901,0.903125,0.878049,00cdc43ad4fcf494
1648,1793.png,0.489815,0.425926,0.999074,0.873148,00341c3c5825fc7e
1797,1962.png,0.303125,0.0,0.619375,0.865833,0523b641cddd9cbb
1092,1187.png,0.115308,0.354839,0.252485,0.744868,04a09540800376ab
1922,2098.png,0.138125,0.06968,0.199375,0.135593,1c5ef6c1f1a07fc7
1050,1145.png,0.2925,0.320833,0.703125,0.8325,00ce68b910623f79
905,981.png,0.137255,0.772876,0.176471,0.828431,cd7b3621c53d1ffe
1817,1982.png,0.51875,0.195459,0.836875,0.740375,00758c10b2da2954
2526,2761.png,0.653906,0.0,0.820312,0.285546,0081d67c4cfc9134
820,872.png,0.0,0.0,0.995833,0.990625,000e85ca05dc7061
1714,1874.png,0.475,0.593407,0.6,0.934066,0144535ac673355e
1739,1899.png,0.07625,0.916209,0.103125,0.980769,06c9fb98702d277a
2436,2665.png,0.018409,0.296009,0.810751,0.659645,02d5d825baed42a4
2312,2530.png,0.144375,0.055833,0.92625,0.855833,20109082c9f8d00f
512,554.png,0.165625,0.0,0.49125,0.385,02ce218553cc3f15
1846,2022.png,0.495625,0.041667,0.7675,0.245833,02ce218553cc3f15
2638,2890.png,0.0,0.0,0.499375,0.423333,3b7187d67cbd6b70
941,1019.png,0.5125,0.462147,0.72875,0.581921,00efe4b4aa33acf5
2480,2711.png,0.54625,0.386752,0.70875,0.725427,006512eb4a092212
216,226.png,0.582812,0.695312,0.7,0.98125,096b82fcb9debec6
968,1052.png,0.228333,0.10125,0.726667,0.944375,01a66c240fb2390f
1454,1595.png,0.54,0.143251,0.915625,0.677686,0191ee1cfc15d501
1341,1476.png,0.74375,0.51875,0.990625,0.6645833,50db36cf0e7a9b63
1496,1639.png,0.147059,0.267974,0.183007,0.331699,05bf044b6e59fcbf
2259,2469.png,0.228125,0.81841,0.2875,0.946443,000467588f9797fc
759,807.png,0.233125,0.885,0.44,0.999167,00274a1dc0fd7e4d
1109,1205.png,0.64875,0.452294,0.706875,0.505505,0004d0fa04223278
1617,1761.png,0.4925,0.455993,0.531875,0.498127,000ca4a1855318b1
358,384.png,0.0,0.0,0.995,0.996324,02f4615f035e73a6
2433,2662.png,0.158125,0.345609,0.414375,0.426818,0059243a8db59da9
222,232.png,0.468125,0.099718,0.824375,0.855127,3245ffe3478d4143
784,832.png,0.04875,0.876667,0.185625,0.999167,00048edce2a37368
633,676.png,0.157813,0.698611,0.250781,0.838889,007085c9466545f6
1143,1240.png,0.241216,0.005342,0.7132,0.348291,007c8c28e1f149b1
1819,1984.png,0.384375,0.154985,0.43,0.195459,00758c10b2da2954
2573,2822.png,0.0,0.922139,0.11625,0.993433,00018457a4aafe75
1659,1808.png,0.077519,0.069277,0.48062,0.957831,ba782ccb35666f61
2164,2350.png,0.59375,0.674567,0.75,0.999088,006881240855f4a9
843,898.png,0.146875,0.029687,0.85,0.998438,00205b05bcd4257a
533,575.png,0.0,0.228893,0.293125,0.441839,0017830e8b7b0579
908,984.png,0.26625,0.014226,0.53,0.422594,000467588f9797fc
2081,2262.png,0.533125,0.72475,0.846875,0.99889,00a2ad9365afcd7e
117,124.png,0.098333,0.755556,0.221667,0.877778,02ecd01295b4e555
1200,1304.png,0.037,0.0,0.368,0.319716,00097c09aca0cabf
208,217.png,0.398611,0.128205,0.751389,0.570513,5274ebb5f42fb82c
2074,2255.png,0.424375,0.54606,0.493125,0.641509,00a2ad9365afcd7e
743,790.png,0.751875,0.055494,0.790625,0.1798,00a2ad9365afcd7e
924,1000.png,0.238125,0.347704,0.41,0.527648,079aeeda986b8dd9
1869,2045.png,0.000953,0.0,0.999047,0.982292,0008fba87dd4aed2
270,280.png,0.44625,0.53839,0.49625,0.605805,000ca4a1855318b1
1763,1925.png,0.334375,0.143333,0.673125,0.863333,166be890cd9554ae
1957,2133.png,0.0,0.0,0.999375,0.569418,006d5ce1be409eb6
529,571.png,0.46125,0.471857,0.52,0.585366,0017830e8b7b0579
1998,2175.png,0.514375,0.104128,0.798125,0.984053,2675cbd3dd7c488c
1188,1289.png,0.008125,0.006567,0.998125,0.999062,0079626afbcf18b9
2372,2598.png,0.490625,0.245565,0.855625,0.536881,00996519956b7d68
1578,1722.png,0.73875,0.0,0.999375,0.999062,00ed67e74705df5b
620,662.png,0.515,0.00125,0.999167,0.865625,00d480fe5f01a039
967,1051.png,0.144375,0.055833,0.92625,0.855833,20109082c9f8d00f
681,728.png,0.145,0.159475,0.425,0.585366,0098915ff17c199c
2406,2635.png,0.80625,0.545833,0.815625,0.658333,0ac62068d1328100
911,987.png,0.146875,0.863598,0.178125,0.897908,000467588f9797fc
1606,1750.png,0.18375,0.681989,0.38375,0.84334,019a26a362bc6814
2092,2274.png,0.013125,0.0,0.68875,0.795833,14f52141d576557d
1621,1765.png,0.5625,0.485019,0.635625,0.521536,000ca4a1855318b1
2289,2501.png,0.0,0.057728,0.999375,0.999069,0094592d26800cf3
1318,1445.png,0.5,0.303333,0.66125,0.778333,04ea1b2740f1e892
763,811.png,0.650625,0.444167,0.79125,0.6425,00274a1dc0fd7e4d
1088,1183.png,0.158125,0.345609,0.414375,0.426818,0059243a8db59da9
589,631.png,0.505625,0.691149,0.614375,0.878531,1c5ef6c1f1a07fc7
1540,1683.png,0.592809,0.515,0.707358,0.663125,001f581f2f2db648
335,355.png,0.0,0.082707,0.485,0.99812,00261915872198b0
2255,2465.png,0.12,0.842678,0.148125,0.870293,000467588f9797fc
1482,1625.png,0.400327,0.138889,0.910131,0.972222,00a1568f9906eaa8
1429,1570.png,0.60625,0.383333,0.6225,0.41,009fe379015d01ee
1783,1946.png,0.019375,0.099812,0.953125,0.671375,0c334bb4e67f9448
2412,2641.png,0.69375,0.241769,0.999375,0.735654,01f998a08f52513d
2128,2310.png,0.778125,0.336667,0.98375,0.724167,00048edce2a37368
1472,1613.png,0.231875,0.444653,0.385625,0.913696,013d0f61873215a8
488,519.png,0.09625,0.240708,0.798125,0.918584,070f3f099b62b90c
402,430.png,0.0,0.015833,0.999375,0.999167,03cd9165df7a7e7b
443,472.png,0.098321,0.586777,0.318945,0.991736,057f8ea4bcb05b2c
200,209.png,0.50463,0.721296,0.867593,0.967593,0359b5b2e2f0bfcb
914,990.png,0.228125,0.81841,0.2875,0.946443,000467588f9797fc
2073,2254.png,0.394375,0.930078,0.46125,0.99889,00a2ad9365afcd7e
2496,2729.png,0.612628,0.342,0.90273,0.637,0001c222f055d7fc
1666,1819.png,0.091875,0.274665,0.948125,0.764799,219de91e0842d21d
1221,1336.png,0.1375,0.176563,0.769792,0.513281,29f2a84f3d29ccd1
445,476.png,0.1,0.0,0.9125,0.999067,0071dc035a60427e
457,488.png,0.084375,0.8475,0.155,0.9275,3ded83ca47a84b3e
1178,1279.png,0.655469,0.0,0.836719,0.350176,0081d67c4cfc9134
888,959.png,0.570625,0.191667,0.875,0.6325,001e2cd338ff3ed0
2405,2634.png,0.195312,0.40625,0.314063,0.729167,0ac62068d1328100
1105,1201.png,0.0,0.098333,0.93625,0.685,096171d4caca0677
1823,1988.png,0.3975,0.593287,0.468125,0.83613,00758c10b2da2954
1613,1757.png,0.170625,0.357678,0.24625,0.399813,000ca4a1855318b1
2393,2622.png,0.53,0.237336,0.810625,0.791745,0230ff5703d20b38
1991,2168.png,0.724375,0.62758,0.855,0.73546,003df9e04b7ba316
2211,2406.png,0.0,0.212946,0.3825,0.741088,00b4071412fb4d67
107,114.png,0.176875,0.236226,0.5025,0.836777,0191ee1cfc15d501
1962,2138.png,0.77,0.0,0.99875,0.34334,0002cebd6f0cd7e1
430,459.png,0.138889,0.501634,0.310458,0.580065,007b628d75c12302
1018,1106.png,0.909375,0.811429,0.934375,0.942857,00c0d1d91d662186
119,126.png,0.2,0.717778,0.323333,0.831111,02ecd01295b4e555
1412,1553.png,0.27375,0.638333,0.29,0.668333,009fe379015d01ee
426,454.png,0.779375,0.287063,0.965625,0.474976,00251aa00f08831f
1697,1856.png,0.735352,0.225806,0.835938,0.406158,0023b0e23b369b8d
592,634.png,0.593125,0.399247,0.655625,0.450094,1c5ef6c1f1a07fc7
1835,2000.png,0.0,0.0025,0.890625,0.999167,00be189ddee94ecc
2330,2552.png,0.443023,0.207018,0.576744,0.968421,0996fb0dcf9fefcd
482,513.png,0.82875,0.258638,0.97875,0.675222,00758c10b2da2954
540,582.png,0.425833,0.0,0.83,0.57625,0005f3f1f9ba2a3a
1098,1194.png,0.68625,0.333959,0.903125,0.484053,949868987aaecb8a
1550,1693.png,0.3575,0.095397,0.40875,0.191632,00380c346e3771dc
401,429.png,0.0825,0.046667,0.559375,0.765,5fb4e2aa3626d769
1094,1190.png,0.058824,0.092486,0.907121,0.881503,14f6288f6310c303
204,213.png,0.2275,0.062762,0.481875,0.562343,00380c346e3771dc
2124,2306.png,0.2575,0.2,0.380625,0.370833,00048edce2a37368
1937,2113.png,0.593125,0.399247,0.655625,0.450094,1c5ef6c1f1a07fc7
1839,2004.png,0.281346,0.04,0.730887,0.8525,00ffeb10cf731b9f
1926,2102.png,0.20875,0.03484,0.27125,0.086629,1c5ef6c1f1a07fc7
508,550.png,0.85,0.519167,0.9125,0.578333,02ce218553cc3f15
1769,1931.png,0.0,0.0,0.206875,0.823418,00251aa00f08831f
2598,2847.png,0.0,0.0,0.999375,0.998889,12bb4a20d5beb067
1232,1347.png,0.34,0.194184,0.545,0.332083,00018457a4aafe75
260,270.png,0.005141,0.0,0.997429,0.996678,1100b066494f69cf
2239,2449.png,0.604375,0.695764,0.9275,0.998716,090be8149aa10e63
1484,1627.png,0.256875,0.262712,0.54125,0.851224,040c569a5f09a728
1655,1800.png,0.474074,0.09537,0.563889,0.155556,00341c3c5825fc7e
2474,2705.png,0.266667,0.212963,0.477083,0.611111,00dcb1776e8d6c2a
2591,2840.png,0.0,0.03125,0.3,0.835417,62775d9d1d9356c6
1043,1138.png,0.304375,0.386492,0.3725,0.463415,1ea07cd62ca193e6
458,489.png,0.115,0.8875,0.1925,0.999167,3ded83ca47a84b3e
2003,2180.png,0.215311,0.0,0.76555,0.980198,0981511725ae1f40
88,95.png,0.6275,0.705,0.64,0.731667,009fe379015d01ee
1503,1646.png,0.354286,0.322581,0.675714,0.705376,093dc6b2e0716a16
864,925.png,0.54625,0.499062,0.735,0.855535,00b4071412fb4d67
2201,2396.png,0.844375,0.44,0.94375,0.613333,30600809705889e5
2225,2422.png,0.098537,0.0675,0.88,0.96125,ab89902aca7023c3
432,461.png,0.007812,0.165625,0.471875,0.998438,03f6288f49430b0c
271,281.png,0.480625,0.553371,0.54625,0.624532,000ca4a1855318b1
2671,2932.png,0.340708,0.454756,0.432153,0.62645,357826c327bc45d5
859,920.png,0.282282,0.033457,1.0,0.966543,01caec6d774a835d
1239,1354.png,0.1125,0.0,1.0,0.977236,10d11e6401251eaf
972,1056.png,0.244167,0.115578,0.809167,0.952764,19af817145fd87b8
